Agency,Mode/Type of Service Status,UZA Name,Mode,TOS,Year,UPT,VRM,Organization Type,city,state,UZA SQ Miles,UZA Population,Service Area Population,Service Area SQ Miles,Avg Trip Length FY,Fares FY,Operating Expenses FY,Avg Cost Per Trip FY,Avg Fares Per Trip FY,rank,score,tci,jobs,trips/week,routes,transit shed (mi2),%transit,population
Tri-County Metropolitan Transportation District of Oregon,Inactive,"Portland, OR--WA",CR,PT,2009,271371,108472,Independent Public Agency or Authority of Transit Service,Portland,OR,519.3,2104238,1512100,376,8.3535960134279,311656.0,6245998.0,20.3965607325261,1.01772535496428,127,8.1,2.6,218492,3517,10,44,0.109,641885
Tri-County Metropolitan Transportation District of Oregon,Active,"Portland, OR--WA",LR,DO,2009,35966000,7402173,Independent Public Agency or Authority of Transit Service,Portland,OR,519.3,2104238,1512100,376,5.17189963054286,19592787.0,210004456.0,9.62637821026598,0.898112266032977,127,8.1,2.6,218492,3517,10,44,0.109,641885
City of Seattle,Active,"Seattle--Tacoma, WA",MG,PT,2009,1732301,198884,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,982.52,3544011,753655,83,0.899999859483264,6214624.0,6327832.0,2.96388766717393,2.91086227158419,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",CR,PT,2009,2492362,1401851,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,24.736999153069,5005338.0,76112396.0,43.350336123972,2.85082451896653,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",LR,DO,2009,887061,89427,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,6.89964679217103,32701665.0,238812404.0,8.88844042063662,1.21713443748976,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Inactive,"Seattle--Tacoma, WA",LR,PT,2009,2501211,1113177,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,7.95486016782206,12038576.0,45280724.0,5.76983565915496,1.53399943627772,95,8.3,4.9,403896,4783,19,38,0.214,734731
Alaska Railroad Corporation,Active,"Anchorage, AK",AR,DO,2009,113767,109062,State Government Unit or Department of Transportation,Anchorage,AK,91.69,249252,352701,266,123.89750436935,36125687.0,60628460.0,268.941064790582,160.249505398476,1459,3.9,0.4,51758,750,3,12,0.015,290674
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",CR,PT,2009,38258800,23727362,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,21.4119267618148,112639505.0,477756069.0,20.3345511067069,4.79423270509342,13,9.1,7.1,732061,5983,14,68,0.306,665942
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",HR,DO,2009,145608900,22746253,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,3.27426719680125,128794748.0,377944589.0,4.49772143324364,1.53271912187322,13,9.1,7.1,732061,5983,14,68,0.306,665942
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",LR,DO,2009,74091700,6017521,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,2.32944391603797,47726099.0,197051081.0,5.32054511351991,1.28864486067863,13,9.1,7.1,732061,5983,14,68,0.306,665942
Connecticut Department of Transportation,Active,"Hartford, CT",CR,PT,2009,501650,725859,State Government Unit or Department of Transportation,Newington,CT,535.93,977158,448608,171,30.1349682189064,1261149.0,26905800.0,134.766863514102,6.3168943184721,629,6.0,1.1,0,2451,6,35,0.013,30458
Northern New England Passenger Rail Authority,Active,"Portland, ME",CR,PT,2009,342621,1342882,Independent Public Agency or Authority of Transit Service,Portland,ME,123.88,205356,1431087,3706,85.5557478019471,10425888.0,26372652.0,50.9837146900301,20.155367734053,395,6.8,2.2,66841,1506,9,23,0.026,68352
Niagara Frontier Transportation Authority,Active,"Buffalo, NY",LR,DO,2009,6259921,945623,Independent Public Agency or Authority of Transit Service,Buffalo,NY,340.5,948864,809275,336,2.63229320215109,3225831.0,29843884.0,12.0426570940541,1.30169305631832,286,7.3,2.2,132530,1661,8,39,0.092,276688
Port Authority Transit Corporation,Active,"Philadelphia, PA--NJ--DE--MD",HR,DO,2009,10022056,4432520,Independent Public Agency or Authority of Transit Service,Camden,NJ,1898.19,5696125,159726,16,8.62154375756491,12879663.0,59090442.0,10.8383393711976,2.36238135738868,168,7.9,2.6,375747,2469,1,54,0.122,71799
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2009,77975561,58737736,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,6503894,527,17.333331680888,558352169.0,1606093033.0,24.2004341812688,8.41318942191887,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2009,81950362,68650216,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,24.7227684879892,379678065.0,1315131399.0,24.4614111990785,7.062002533205,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",LR,DO,2009,5906925,600085,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,2.47013158235255,4137375.0,30398153.0,7.28412821419705,0.991414510289936,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",LR,PT,2009,15524146,3399181,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,4.05279649171965,7191546.0,112937393.0,8.43414812540122,0.53706361200171,32,8.8,4.8,282108,5486,2,50,0.212,307355
Port Authority Trans-Hudson Corporation,Active,"New York--Jersey City--Newark, NY--NJ",HR,DO,2009,80032252,12202951,Independent Public Agency or Authority of Transit Service,New York,NY,3248.12,19426449,3154040,226,4.87044789168203,134086782.0,552255525.0,10.0211749072654,2.43312567162522,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
Staten Island Rapid Transit Operating Authority,Active,"New York--Jersey City--Newark, NY--NJ",HR,DO,2009,7218047,2336835,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,490687,59,5.88013126711032,3392049.0,70411260.0,13.5547055701508,0.65299535151799,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
MTA Long Island Rail Road,Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2009,100317136,65360026,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,11170342,2967,24.2579914100085,568950760.0,2135218700.0,25.4690847358046,6.7864969133796,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
Cambria County Transit Authority,Active,"Johnstown, PA",IP,DO,2009,94826,3860,Independent Public Agency or Authority of Transit Service,Johnstown,PA,34.7,61521,133472,688,0.170009409201208,0.0,624492.0,30.9261625315703,0.0,378,6.9,3.0,13224,1171,8,16,0.057,18422
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",CR,DO,2009,34618900,17239210,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,13.6451616803868,74014513.0,316404808.0,16.5626148935428,3.87438447317185,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",HR,DO,2009,92360371,16795807,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,4.17585473447432,51017856.0,240404145.0,4.14658442381391,0.879975871572353,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Southeastern Pennsylvania Transportation Authority,Inactive,"Philadelphia, PA--NJ--DE--MD",LR,DO,2009,28766305,3587965,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,2.38885637336494,25790879.0,62804028.0,2.13287140384607,0.875877392755033,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Pittsburgh Regional Transit,Active,"Pittsburgh, PA",IP,DO,2009,702740,18032,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,0.116856902122191,189701.0,1372961.0,8.32243848918901,1.14990513484188,125,8.1,3.9,260426,4552,18,56,0.162,303843
Pittsburgh Regional Transit,Inactive,"Pittsburgh, PA",IP,PT,2009,456007,25118,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,0.149999334409688,978705.0,140974.0,0.268088367573201,1.86119018957914,125,8.1,3.9,260426,4552,18,56,0.162,303843
Pittsburgh Regional Transit,Active,"Pittsburgh, PA",LR,DO,2009,7149450,1921396,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,3.86183270680748,2997510.0,78494302.0,24.1981513120049,0.924069629146431,125,8.1,3.9,260426,4552,18,56,0.162,303843
Washington Metropolitan Area Transit Authority,Active,"Washington--Arlington, DC--VA--MD",HR,DO,2009,293397778,73467168,Independent Public Agency or Authority of Transit Service,Washington,DC,1294.51,5174759,4645915,1108,4.64860634833801,231416666.0,1483819870.0,11.7044756343657,1.82543095920609,11,9.1,5.3,545507,7528,20,47,0.329,670587
Maryland Transit Administration,Active,"Baltimore, MD",CR,PT,2009,8090250,968919,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,27.7226052071806,21334830.0,158318593.0,46.8836941196747,6.31799225132868,96,8.3,3.5,255135,3787,12,53,0.148,584548
Maryland Transit Administration,Active,"Baltimore, MD",HR,DO,2009,13232287,1081394,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,3.7869306614961,1254665.0,72377289.0,41.2149052300701,0.714463055814179,96,8.3,3.5,255135,3787,12,53,0.148,584548
Maryland Transit Administration,Active,"Baltimore, MD",LR,DO,2009,8981152,1639911,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,4.48015089460818,2453871.0,39000686.0,11.3566060069565,0.714542460583807,96,8.3,3.5,255135,3787,12,53,0.148,584548
Pennsylvania Department of Transportation,Active,"Philadelphia, PA--NJ--DE--MD",CR,PT,2009,513043,2179186,State Government Unit or Department of Transportation,Harrisburg,PA,1898.19,5696125,3554425,2092,64.0720751642615,21643516.0,28334581.0,53.4360662477464,40.8174151158317,400,6.8,3.3,81287,1328,15,29,0.061,50055
Virginia Railway Express,Active,"Washington--Arlington, DC--VA--MD",CR,PT,2009,3901072,1857568,Independent Public Agency or Authority of Transit Service,Woodbridge,VA,1294.51,5174759,2415555,730,31.1655338448423,13940102.0,91445138.0,62.3666755328218,9.50731594202898,949,5.2,0.7,19953,518,5,10,0.031,42663
Chattanooga Area Regional Transportation Authority,Active,"Chattanooga, TN--GA",IP,DO,2009,368973,13330,"City, County or Local Government Unit or Department of Transportation",Chattanooga,TN,291.7,398569,184086,289,0.860048664408934,3396017.0,2620302.0,5.01634335401539,6.50138316425865,2003,2.8,0.5,29469,462,3,8,0.016,184149
City of Memphis,Inactive,"Memphis, TN--MS--AR",LR,DO,2009,1158904,362410,"City, County or Local Government Unit or Department of Transportation",Memphis,TN,491.27,1056190,627200,254,0.79474961207016,767616.0,4140170.0,3.58503456731968,0.664690071767021,1599,3.6,0.5,45900,501,3,21,0.01,627640
City of Charlotte North Carolina,Active,"Charlotte, NC--SC",LR,DO,2009,4741805,527350,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,657.61,1379873,1329749,675,4.85352835875846,6666028.0,58948961.0,11.5936234537138,1.3110225736449,1103,4.8,0.7,131798,1128,4,27,0.031,857940
Metropolitan Atlanta Rapid Transit Authority,Active,"Atlanta, GA",HR,DO,2009,79133102,23605134,Independent Public Agency or Authority of Transit Service,Atlanta,GA,2553.04,5100112,1742072,605,7.02406728567427,43621639.0,250901225.0,8.25454242718684,1.43513316791868,247,7.5,1.9,257838,2523,10,38,0.096,494513
County of Miami-Dade,Active,"Miami--Fort Lauderdale, FL",HR,DO,2009,17791858,6649546,"City, County or Local Government Unit or Department of Transportation",Miami,FL,1244.18,6077522,2701767,306,8.040946652485,14251496.0,134613928.0,10.1509192003321,1.07467174109841,67,8.5,2.7,293807,4935,11,42,0.084,441830
County of Miami-Dade,Active,"Miami--Fort Lauderdale, FL",MG,DO,2009,7986150,1225087,"City, County or Local Government Unit or Department of Transportation",Miami,FL,1244.18,6077522,2701767,306,1.09429489488554,0.0,38169816.0,5.83092289121068,0.0,67,8.5,2.7,293807,4935,11,42,0.084,441830
Jacksonville Transportation Authority,Active,"Jacksonville, FL",MG,DO,2009,427312,185566,Independent Public Agency or Authority of Transit Service,Jacksonville,FL,573.27,1247374,1264452,1807,0.950001168430998,0.0,8217779.0,27.434022039947,0.0,1728,3.4,0.4,38618,684,3,16,0.015,952608
Hillsborough Area Regional Transit Authority,Inactive,"Tampa--St. Petersburg, FL",LR,DO,2009,466536,73114,Independent Public Agency or Authority of Transit Service,Tampa,FL,968.94,2783045,1102787,418,1.57232762038334,568291.0,2542168.0,5.06449331519108,1.13214625098863,1032,5.0,0.7,146486,991,4,29,0.019,383344
South Florida Regional Transportation Authority,Active,"Miami--Fort Lauderdale, FL",CR,PT,2009,3789973,1043093,Independent Public Agency or Authority of Transit Service,Pompano Beach,FL,1244.18,6077522,133588,32,28.2399999250515,12384094.0,122731578.0,32.8519704906211,3.31489171141496,689,5.9,0.6,132676,973,3,41,0.02,110991
City of Kenosha,Inactive,"Kenosha, WI",LR,DO,2009,33104,13547,"City, County or Local Government Unit or Department of Transportation",Kenosha,WI,56.17,125865,99894,27,1.11178739980523,26698.0,285855.0,5.35349089819462,0.5,895,5.3,1.3,23740,599,7,17,0.013,94295
The Greater Cleveland Regional Transit Authority,Active,"Cleveland, OH",HR,DO,2009,5142555,1547195,Independent Public Agency or Authority of Transit Service,Cleveland,OH,713.81,1712178,1264817,458,7.12999986752457,4045712.0,39722855.0,11.4397876130865,1.1651248638527,216,7.6,1.4,153684,2368,6,40,0.083,370278
The Greater Cleveland Regional Transit Authority,Active,"Cleveland, OH",LR,DO,2009,3091274,745837,Independent Public Agency or Authority of Transit Service,Cleveland,OH,713.81,1712178,1264817,458,4.76022672867018,1040707.0,12985416.0,19.6120843420987,1.57179665706609,216,7.6,1.4,153684,2368,6,40,0.083,370278
Metro Transit,Active,"Minneapolis--St. Paul, MN",CR,PT,2009,82282,76200,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,1014.79,2914866,1671878,465,25.717071916928,323589.0,11599868.0,119.260453400504,3.326880172724,116,8.1,2.9,329428,4192,12,50,0.11,426877
Metro Transit,Active,"Minneapolis--St. Paul, MN",LR,DO,2009,9863042,1953510,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,1014.79,2914866,1671878,465,3.58102305295925,13117881.0,93979097.0,6.36891965806475,0.888992689225925,116,8.1,2.9,329428,4192,12,50,0.11,426877
Chicago Transit Authority,Active,"Chicago, IL--IN",HR,DO,2009,202569039,67576118,Independent Public Agency or Authority of Transit Service,Chicago,IL,2337.89,8671746,3224925,283,5.8484563608786,154677879.0,725296800.0,6.17551691765334,1.31699996270663,9,9.2,3.9,545242,6082,11,52,0.251,2723878
Northern Indiana Commuter Transportation District,Active,"Chicago, IL--IN",CR,DO,2009,3885073,3465585,Independent Public Agency or Authority of Transit Service,Chesterton,IN,2337.89,8671746,1060840,1970,32.7094337571291,9450519.0,61575115.0,40.3285716344126,6.1896097550752,3280,0.0,0.0,51,3,0,0,0.01,12198
Northeast Illinois Regional Commuter Railroad Corporation,Active,"Chicago, IL--IN",CR,DO,2009,71552171,33792610,Independent Public Agency or Authority of Transit Service,Chicago,IL,2337.89,8671746,8615017,3947,21.5437438388588,63629147.0,538808051.0,39.2077654519985,4.63013992990007,9,9.2,3.9,545242,6082,11,52,0.251,2723878
Detroit Transportation Corporation,Active,"Detroit, MI",MG,DO,2009,2161436,559763,Independent Public Agency or Authority of Transit Service,Detroit,MI,1284.83,3776890,92477,3,1.37999953966751,226656.0,15417695.0,25.3473784064604,0.372632575757576,482,6.5,1.1,108498,1558,6,58,0.069,637041
Fort Worth Transportation Authority,Active,"Dallas--Fort Worth--Arlington, TX",CR,PT,2009,1103071,668942,Independent Public Agency or Authority of Transit Service,Fort Worth,TX,1746.9,5732354,927285,350,15.9407401160696,1812203.0,36897485.0,56.5743144305001,2.77862142457394,1481,3.9,0.6,27240,1142,2,8,0.006,911428
"Metropolitan Transit Authority of Harris County, Texas",Active,"Houston, TX",LR,DO,2009,11364633,914127,Independent Public Agency or Authority of Transit Service,Houston,TX,1752.69,5853575,4038849,1309,2.79437591907953,2533590.0,116651568.0,8.5330203699075,0.185331199997191,752,5.7,0.8,184921,1837,4,32,0.036,2482229
New Orleans Regional Transit Authority,Inactive,"New Orleans, LA",LR,DO,2009,4715163,816890,Independent Public Agency or Authority of Transit Service,New Orleans,LA,270.27,963212,390144,75,2.30312519772091,4873722.0,19545920.0,3.65882796474662,0.912318803412724,316,7.1,1.4,83640,1666,6,23,0.06,380408
Rock Region Metropolitan Transit Authority,Inactive,"Little Rock, AR",LR,DO,2009,120057,37696,Independent Public Agency or Authority of Transit Service,North Little Rock,AR,267.82,461864,204618,111,1.76039741897639,72514.0,942933.0,6.91401231852178,0.531705528669893,1811,3.2,0.2,32779,302,2,9,0.014,60050
